disease_ID,disease_name,ICD9,meridian,symptoms,acupoints
DIS0081,心因性之呼吸系統功能障礙,306.1,手厥陰心包經,[],"['內關', '肺俞', '水溝', '列缺']"
DIS0176,心房顫動,427.31,手厥陰心包經,"['心悸、頭暈、胸悶', '黑朦、暈厥、多尿']","['內關', '神門', '大陵', '間使', '心俞', '通里']"
DIS0474,心煩,,手厥陰心包經,['心煩'],"['內關', '關沖', '液門', '郄門', '大陵', '間使']"
SYS0103,手指麻,,手厥陰心包經,['手指麻'],"['內關', '中九里穴', '火菊穴', '天皇副穴', '復溜', '下九里穴', '上九里穴', '木斗穴', '木留穴', '通關穴', '通山穴', '後心穴', '五虎穴', '雙鳳穴']"
DIS0475,手部橈動脈無搏動或搏動減弱,,手厥陰心包經,[],"['內關', '血海', '太溪', '曲池', '復溜', '太淵', '通里', '青靈']"
DIS0177,充血性心臟衰竭,428,手厥陰心包經,"['疲勞、乏力', '呼吸困難', '急性肺水腫']","['內關', '水溝', '廉泉', '會陰']"
SYS0012,乳房痛,611.71,手厥陰心包經,['乳房痛'],"['內關', '內庭', '梁丘']"
SYS0086,乳房腫脹,,手厥陰心包經,['乳房腫脹'],"['內關', '肩中穴', '建中穴', '肩峰穴', '梁丘', '少澤', '指三重穴']"
DIS0686,重型顱腦損傷,,手厥陰心包經,['意识障碍、头痛、恶心、呕吐、癫痫发作、肢体瘫痪、感觉障碍、失语及偏盲'],"['內關', '三陰交', '水溝']"
DIS0167,風濕性心臟病,398.9,手厥陰心包經,"['發燒、全身虛弱', '皮膚出現紅色格子狀疹子，皮膚下面也會摸到不會疼痛的腫塊（結節）', '關節會發紅、腫脹、碰觸就會產生明顯疼痛感，常發生在膝蓋和腳踝', '症狀會較晚發生，甚至會晚於心臟，常見的症狀是不受控的四肢與臉部肌肉運動', '呼吸急促（尤其在活動或躺下時）', '胸痛', '心悸']","['內關', '神門', '郄門', '列缺', '間使', '心俞', '州火穴', '通關穴', '通天穴', '通山穴', '心常一穴', '心常二穴', '心常三穴', '通心穴', '火膝穴']"
DIS0476,神經性失明,,手厥陰心包經,[],"['內關', '太陽', '風池', '水溝']"
DIS0477,神經性失音,,手厥陰心包經,[],"['內關', '天突', '水溝', '廉泉']"
DIS0163,神經性耳聾,389.12,手厥陰心包經,[],"['內關', '風池', '聽宮', '翳風', '外關', '百會', '水溝', '聽會', '暈聽區']"
DIS0027,麻疹,055,手厥陰心包經,"['發燒', '出疹', '鼻炎', '結膜炎', '咳嗽', '發燒3至4天后口腔内出現斑點（柯式斑點）', '并發中耳炎、肺炎、腦炎']","['內關', '大椎']"
SYS0068,虛脫,,手厥陰心包經,['虛脫'],"['內關', '皮質下', '心', '枕', '神耳穴', '腎上腺', '升壓點', '素髎']"
DIS0185,腦血栓症,434,手厥陰心包經,[],"['內關', '中脘', '下泉穴', '上泉穴', '風池', '天突', '肩中穴', '建中穴', '肩峰穴', '廉泉', '中泉穴', '三聖穴']"
DIS0502,電擊急救,,手厥陰心包經,[],"['內關', '水溝', '中沖']"
SYS0039,噁心嘔吐,787,手厥陰心包經,['噁心嘔吐'],"['內關', '中脘', '金津', '玉液', '公孫']"
SYS0050,上腹痛,789.06,任脈,['上腹痛'],"['中脘', '胃上', '胃區']"
DIS0112,外傷性癲癇,345,任脈,['無預兆癲癇大發作'],"['中脘', '風池', '神門', '氣海', '申脈', '四神聰', '後溪', '鳩尾']"
DIS0555,產後腹部肥胖,,任脈,['產後腹部肥胖'],"['中脘', '天樞', '上脘']"
DIS0014,腸結核,014,任脈,[],"['中脘', '關元', '梁丘']"
DIS0135,失明,369,足陽明胃經,['失明'],"['解溪', '承漿', '顴髎', '四白', '風池', '天柱', '水溝', '照海', '商陽', '偏歷', '下廉', '上星', '睛明', '承光', '譩譆', '玉枕', '齦交', '目窗', '上關', '頷厭', '懸顱', '手五里', '前谷', '承泣']"
SYS0057,扭傷(踝部),845,足陽明胃經,[],"['解溪', '雲白穴', '外關', '崑崙', '太溪', '中封', '商丘', '李白穴', '懸鐘', '中白穴', '下白穴', '委中穴', '丘墟', '五虎穴', '小節穴', '金門', '踝靈穴']"
DIS0379,風濕性關節炎(踝關節痛),719.37,足陽明胃經,[],"['解溪', '大椎', '崑崙', '太溪', '三陰交', '丘墟']"
DIS0390,關節疼痛(踝部),719.47,足陽明胃經,[],"['解溪', '太溪', '丘墟']"
SYS0144,眼角痛,,董氏奇穴一一部位手指部分,['眼角痛'],"['大間穴', '小間穴', '火散穴']"
DIS0037,腸癌,153,董氏奇穴一一部位手指部分,[],"['大間穴', '三重穴', '腑巢二十三穴', '小間穴', '足千金穴', '足五金穴', '土水穴']"
SYS0156,手指痛,,董氏奇穴一一部位手指部分,['手指痛'],"['太陽一穴', '太陽二穴', '人士穴', '海豹穴']"
DIS0473,眶上神經痛,,董氏奇穴一一部位手指部分,['一侧或两侧前额部阵发性或持续性针刺样痛或烧灼感，伴眼球胀痛，不耐久视，畏光，喜闭目，阅读后和夜间加重'],"['太陽一穴', '太陽二穴', '三重穴', '攢竹', '魚腰', '陽白', '花骨二穴', '天皇副穴', '絲竹空', '花骨四穴', '陰陵泉', '上白穴', '申脈', '至陰', '三叉一穴', '花骨一穴', '鼻翼穴', '陷谷', '二角明穴', '花骨三穴']"
DIS0583,過敏性皮膚病,,董氏奇穴二二部位手掌部分,[],"['外白穴', '內白穴']"
DIS0288,慢性胰臟炎,577.1,董氏奇穴二二部位手掌部分,[],"['外白穴', '內白穴']"
SYS0115,手抽筋,,董氏奇穴二二部位手掌部分,['手抽筋'],"['手解穴', '火陵穴', '火串穴', '火山穴', '手五金穴', '手千金穴']"
SYS0125,酒醉,,董氏奇穴二二部位手掌部分,"['话多、易怒，面色潮红或苍白、眼部充血、心率加快、头昏、头痛', '步态不稳、动作笨拙、言语含糊、语无伦次、视物模糊及重影，并可有恶心、呕吐', '昏睡状态、面色苍白、口唇青紫、皮肤湿冷、体温下降、呼吸浅表、瞳孔扩大', '陷入深昏迷、血压下降、呼吸缓慢、心率加快']","['手解穴', '火包穴', '耳圓\u200b\u200b穴', '耳環穴']"
SYS0128,針後感不適,,董氏奇穴二二部位手掌部分,['針後感不適'],['手解穴']
DIS0545,針後感解除,,董氏奇穴二二部位手掌部分,['針後感解除'],"['手解穴', '上高穴']"
DIS0584,暈針,,董氏奇穴二二部位手掌部分,"['精神疲倦', '头晕目眩', '面色苍白', '恶心呕吐', '多汗心慌', '四肢发凉', '血压下降', '昏迷']",['手解穴']
DIS0569,暈針後引起之麻木感,,董氏奇穴二二部位手掌部分,[],['手解穴']
DIS0549,增高,,董氏奇穴二二部位手掌部分,[],"['手解穴', '上高穴', '下高穴']"
DIS0056,甲狀腺腫,240.9,董氏奇穴七七部為小腿部位,['甲狀腺腫'],"['三重穴', '曲陵穴', '翳風', '心靈穴', '極泉', '尺澤', '外三關穴', '足千金穴', '足五金穴', '通關穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '建力穴', '中力穴', '甲狀腺腫穴', '丘墟', '蠡溝', '喉蛾九穴', '喉靈穴', '一重穴', '二重穴']"
DIS0048,淋巴肉瘤,200.1,董氏奇穴七七部為小腿部位,"['淋巴结肿大', '肝脾肿大', '长期不规则发热，出现皮疹、盗汗和消瘦等全身症状']","['三重穴', '肩中穴', '建中穴', '肩峰穴', '外三關穴', '少海', '天井', '肩井', '安脊穴', '腫瘤穴']"
DIS0148,眼球突出,376.3,董氏奇穴七七部為小腿部位,['眼球突出'],"['三重穴', '一重穴', '二重穴']"
DIS0515,脾功能衰弱引起之頭暈,,董氏奇穴七七部為小腿部位,[],['三重穴']
DIS0115,腦水腫,348.5,董氏奇穴七七部為小腿部位,[],"['三重穴', '太陽', '頭維', '風池', '人皇穴', '委中', '太溪', '曲池', '正宗穴', '正士穴', '百會', '水溝', '曲澤', '地皇穴', '上瘤穴', '天皇穴', '正筋穴']"
DIS0054,腦瘤,225,董氏奇穴七七部為小腿部位,[],"['三重穴', '火菊穴', '正宗穴', '正士穴', '外三關穴', '上瘤穴', '州崙穴', '火連穴', '火散穴', '正筋穴', '一重穴', '二重穴']"
DIS0089,腦膜炎,322,董氏奇穴七七部為小腿部位,[],"['三重穴', '火菊穴', '正宗穴', '火連穴', '火散穴', '正筋穴', '一重穴', '二重穴']"
DIS0046,腦癌,191,董氏奇穴七七部為小腿部位,[],"['三重穴', '上瘤穴', '一重穴', '二重穴']"
DIS0442,腹部腫塊,789.3,董氏奇穴七七部為小腿部位,['腹部腫塊'],"['三重穴', '外三關穴', '一重穴', '二重穴']"
SYS0197,肩峰痛,,董氏奇穴七七部為小腿部位,[],"['側下三里穴', '中九里穴', '重子穴', '重仙穴', '天皇副穴', '下九里穴', '上九里穴', '通腎穴', '通胃穴', '通背穴']"
DIS0191,中風舌體伸縮不利不能說話,438.19,董氏奇穴八八部位大腿部分,['中風舌體伸縮不利不能說話'],"['下泉穴', '上泉穴', '後會穴', '風府', '金津', '玉液', '地宗穴', '正會穴', '前會穴', '天黃穴', '明黃穴', '其黃穴', '內通關穴', '內通山穴', '內通天穴', '廉泉']"
DIS0050,白血病,208.9,董氏奇穴八八部位大腿部分,"['貧血', '皮膚或牙齦出血', '骨髓腫脹，骨膜受到拉伸疼痛', '器官腫大', '几個星期甚至數月不明原因發燒']","['下泉穴', '上泉穴', '天黃穴', '明黃穴', '其黃穴', '中泉穴', '木黃穴', '肝靈穴']"
SYS0166,手麻,,董氏奇穴八八部位大腿部分,['手麻'],"['中九里穴', '火菊穴', '人皇穴', '上士穴', '水源穴']"
SYS0141,脊椎骨痛,,董氏奇穴八八部位大腿部分,[],"['中九里穴', '後會穴', '人皇穴', '州水穴', '花骨四穴', '正宗穴', '正士穴', '水腑穴', '肺心穴', '水相穴', '水仙穴', '後椎穴', '首英穴', '育英穴', '正筋穴', '花骨三穴', '正脊穴', '馬快水穴', '木枝穴', '木全穴']"
DIS0521,骨刺,,董氏奇穴八八部位大腿部分,['手脚麻痹、疼痛、關節僵硬、四肢無力甚至肌肉萎縮'],"['中九里穴', '指三黃穴', '正宗穴', '正士穴', '下九里穴', '上九里穴', '中白穴', '下白穴', '天黃穴', '明黃穴', '其黃穴', '三叉三穴', '木黃穴', '分水穴', '腕順一穴', '腕順二穴', '正筋穴', '木府穴', '木梁穴', '木昌穴', '正脊穴', '馬快水穴']"
DIS0643,腿冷痛,,董氏奇穴八八部位大腿部分,[],"['中九里穴', '肩中穴', '下九里穴', '上九里穴', '通胃穴', '木火穴', '通天穴', '雙鳳穴']"
SYS0018,頸椎痛,723.1,董氏奇穴八八部位大腿部分,['頸椎痛'],"['中九里穴', '人皇穴', '正宗穴', '肺心穴', '腕順一穴', '腕順二穴', '正筋穴', '正脊穴', '沖霄穴']"
SYS0148,頸項痛,,董氏奇穴八八部位大腿部分,['頸項痛'],"['中九里穴', '風池', '人皇穴', '七里穴', '風府', '正宗穴', '搏球穴', '大鐘', '偏肩穴', '下九里穴', '上九里穴', '總樞穴', '手五金穴', '手千金穴', '肺心穴', '心膝穴', '三肩穴', '後溪', '腕骨', '通里', '京骨', '束骨', '四肢穴', '三叉一穴', '火府穴', '火梁穴', '火昌穴', '水曲穴', '正筋穴', '七虎穴', '木二穴', '木一穴', '木三穴', '小節穴', '水海穴', '三靈穴', '失枕穴', '項緊穴']"
SYS0126,四肢發抖,,董氏奇穴十十部位頭面部分,['四肢發抖'],"['後會穴', '天皇副穴', '正宗穴', '復溜', '正會穴', '前會穴', '天黃穴', '明黃穴', '其黃穴', '鎮靜穴', '正筋穴', '木枝穴']"
DIS0184,腦內出血,431,董氏奇穴十十部位頭面部分,[],"['後會穴', '神肩穴', '關元', '三陰交', '百會', '水溝', '湧泉', '商陽', '中沖', '神耳穴', '足通谷', '三聖穴']"
DIS0397,關節疼痛(椎部),719.48,董氏奇穴十十部位頭面部分,[],"['後會穴', '崑崙', '正宗穴', '秩邊', '正會穴', '心門穴', '肺心穴', '後椎穴', '首英穴', '腰陽關', '正筋穴']"
DIS0605,齒齦潰瘍,,經外穴頭頸,['表面发黄，中央凹陷，边缘发红，伴有疼痛'],"['俠承漿', '承漿']"
DIS0388,關節疼痛(髖部),719.45,足少陽膽經,[],"['風市', '秩邊', '懸鐘']"
SYS0081,口渴,,任脈,[],"['承漿', '陽池', '太溪', '水溝', '少商', '水中穴', '水腑穴']"
DIS0670,原發性修格連氏症候群,,任脈,[],"['承漿', '攢竹', '太陽', '頰車', '絲竹空', '外關', '照海', '廉泉']"
DIS0607,針刺麻醉陣痛,,任脈,['針刺麻醉陣痛'],"['承漿', '水溝']"
DIS0676,假性延髓麻痺,,任脈,['构音障碍和吞咽困难伴有强哭、强笑、下颌反射、掌颏反射亢進'],"['承漿', '下關', '頭維', '地倉', '頰車', '風池', '金津', '玉液', '廉泉', '啞門', '天容']"
DIS0608,腹膜鬆弛,,任脈,[],"['承漿', '水溝']"
DIS0563,免疫系統疾病,,手太陽小腸經,[],"['顴髎', '頭竅陰', '天柱', '支溝', '大陵', '足竅陰', '章門', '列缺', '間使', '商丘', '肩貞', '水突', '氣舍', '完骨', '天容', '乳根', '天窗', '指三重穴', '淵腋', '關門', '陷谷']"
DIS0125,中心漿液性視網膜病變,362.41,足太陽膀胱經,"['視力模糊', '中心視野變暗', '感覺看的東西變小，變暗，色覺敏感度變差']","['攢竹', '風池', '耳尖', '睛明', '上白穴', '光明穴', '天黃穴', '明黃穴', '其黃穴', '球後', '光明']"
SYS0194,眼部疲勞,,足太陽膀胱經,['眼部疲勞'],"['攢竹', '太陽', '風池', '天柱', '絲竹空', '百會', '商陽', '少澤', '睛明']"
DIS0144,眼瞼下垂,374.3,足太陽膀胱經,['眼瞼下垂'],"['攢竹', '魚腰', '絲竹空', '血海', '公孫', '懸鐘', '申脈', '陷谷', '陽輔']"
DIS0141,眼瞼緣炎,373,足太陽膀胱經,"['眼部灼烧感、痒、刺痛、分泌物增多、', '眼睑缘充血、肿胀、糜烂、局部溃疡或鳞屑']","['攢竹', '睛明', '瞳子髎']"
SYS0084,上牙痛,,經外穴頭頸,"['牙齦紅腫疼痛', '遇冷熱食物刺痛', '面頰部有腫痛感', '發燒', '頭痛', '受感染的牙齒流出有臭味的膿液']","['太陽', '下關']"
DIS0146,淚囊炎,375.3,經外穴頭頸,"['流泪、按压泪囊有脓性分泌物流出', '泪囊区充血、肿胀、疼痛']","['太陽', '風池', '睛明']"
DIS0147,眼窩慢性炎症疾患,376.1,經外穴頭頸,[],"['太陽', '風池', '天皇副穴', '復溜', '少澤', '睛明', '足臨泣', '內迎香', '大骨空', '小骨空']"
DIS0149,視神經萎縮,377.1,經外穴頭頸,['視力減退或喪失'],"['太陽', '風池', '睛明', '球後', '光明', '瞳子髎']"
SYS0082,流眼淚,,足少陽膽經,['流眼淚'],"['陽白', '風池', '花骨二穴', '天皇副穴', '花骨四穴', '上白穴', '瞳子髎', '花骨一穴', '花骨三穴']"
SYS0085,下牙痛,,足陽明胃經,['下牙疼痛'],"['內庭', '頰車']"
DIS0098,偏癱,342,足少陽膽經,"['言語不清、詞不達意', '雙眼短時間視力模糊', '精神萎靡不振、性格改變', '面部或肢體麻木、耳鳴、重影', '肢體不受支配、口角歪斜、吞嚥困難', '頭部劇烈疼痛、伴隨惡心、嘔吐', '全身無力、體溫升高、出虛汗']","['頭竅陰', '百會', '後頂', '承光', '承靈', '通天']"
DIS0345,毛囊疾病,704,足少陽膽經,[],"['風池', '大椎', '曲池']"
DIS0153,外斜視,378.1,足少陽膽經,['无论何时一只眼总是处于偏斜状态'],"['風池', '睛明']"
DIS0485,舌下神經麻痺,,足少陽膽經,[],"['風池', '金津', '玉液', '商丘', '廉泉', '通里', '啞門', '上廉泉']"
DIS0596,佝僂,,足少陽膽經,[],"['風池', '曲池', '懸鐘']"
DIS0553,枕神經痛,,足少陽膽經,['枕部和后颈部阵发性剧烈疼痛，向头顶、乳突部和外耳部放射'],['風池']
DIS0616,神經根型頸椎病,,足少陽膽經,[],"['風池', '大椎', '外關', '風府', '曲池']"
DIS0090,脊髓炎,323,足少陽膽經,[],"['風池', '大椎', '天柱', '腰陽關', '脊中']"
DIS0558,斑禿,,足少陽膽經,['斑片状脱发'],"['風池', '百會']"
DIS0183,蜘蛛網膜下腔出血,430,足少陽膽經,['突然发生的剧烈头痛、恶心、呕吐和脑膜刺激征'],"['風池', '金津', '玉液', '商陽', '中沖', '廉泉']"
DIS0675,語言障礙,,足少陽膽經,['語言障礙'],"['風池', '百會', '神庭', '本神', '廉泉', '通里', '腦戶', '腦空', '啞門']"
DIS0091,震顫麻痹,332,足少陽膽經,['震顫麻痹'],"['風池', '百會', '廉泉', '前頂']"
DIS0201,頸內動脈血栓症,444.8,足少陽膽經,"['头痛头晕，还会伴有一过性黑蒙和短暂性缺血', '浑身乏力、恶心呕吐、嗜睡']","['風池', '上星']"
DIS0095,頸肌痙攣,333.83,足少陽膽經,['頸肌痙攣'],"['風池', '天柱', '正宗穴', '懸鐘', '後溪', '正筋穴']"
DIS0482,臂叢神經痛,,足少陽膽經,[],"['風池', '天柱', '外關', '曲池', '極泉', '肩井']"
DIS0489,顱內痛,,足少陽膽經,['顱內痛'],"['風池', '太溪', '百會']"
DIS0225,急性肺炎,486,足太陽膀胱經,"['咳嗽，並可能咳出綠色、黃色或帶有血絲的痰', '發燒、出汗，或是發冷發抖', '呼吸困難：呼吸短促、速度過快且過淺', '胸腔不適：胸口有尖銳或刺痛的疼痛感，深呼吸或咳嗽時症狀會加重', '倦怠：胃口與精神不佳、感覺身體疲勞無力', '噁心、嘔吐', '意識混亂']","['風門', '肺俞', '大白穴', '金府穴', '金梁穴', '金昌穴']"
DIS0107,下肢麻痺,344.1,足太陽膀胱經,['下肢麻'],"['肺俞', '厥陰俞', '委中', '魄戶', '膏肓', '神堂', '承山', '崑崙', '州水穴', '血海', '漏谷']"
DIS0429,呼吸系統疾病,786,足太陽膀胱經,[],"['肺俞', '中府']"
SYS0073,夜間盜汗,,足太陽膀胱經,['夜間盜汗'],"['肺俞', '大椎', '厥陰俞', '膏肓', '郄門', '照海', '復溜', '間使', '後溪', '陰郄']"
DIS0418,肺出血,770.3,足太陽膀胱經,[],"['肺俞', '膈俞']"
DIS0381,風濕病(背脊),719.38,督脈,[],"['身柱', '水溝', '夾脊', '腰陽關']"
DIS0480,脊隨壓迫症,,督脈,[],"['身柱', '大椎', '大杼', '大腸俞']"
DIS0102,小兒麻痺,343,督脈,"['發熱、頭痛、咽痛、倦怠、食欲減退', '不對稱性弛緩性癱瘓、呼吸肌麻痹']","['大椎', '肩中穴', '建中穴', '肩峰穴', '雲白穴', '神肩穴', '命門', '偏肩穴', '上曲穴', '天宗穴', '秩邊', '李白穴', '下曲穴', '木斗穴', '木留穴', '長強', '至陽', '居髎', '環跳']"
DIS0609,多發性神經根炎,,督脈,"['痛疼、发麻、皮肤过敏、感觉减低，常呈胶手套、袜套的感觉出现异常', '肌张力的减低、肌张力低下、腱反射变弱或消退，末期会有全身肌肉的衰老', '肢端肌肤的发冷、惨白，或是流汗的阻碍、皮肤不光滑、变软等']","['大椎', '命門', '長強', '至陽']"
SYS0087,發冷,,督脈,['發冷'],"['大椎', '間使', '五嶺穴', '感冒一穴', '感冒二穴']"
DIS0419,新生兒痙攣,779,督脈,"['点头单个发作时间短，发作一次为2～10秒，不易察觉；', '全身尤其是头部和上半身向前屈曲；', '点头发作次数频繁，一日多发，每次发作可连续多次甚至数十次；', '发作时间通常是在刚入睡或刚醒而意识尚处于朦胧状态时，可伴有意识丧失、出汗、面部青紫及疲困嗜睡；', '发作期脑电图表现不一，发作间期则多为特征性高峰失律。']","['大椎', '風府', '水溝']"
DIS0602,腦發育不良,,督脈,[],"['大椎', '神庭', '本神', '命門', '長強', '至陽']"
SYS0019,腰痠背痛,724,督脈,[],"['大椎', '重子穴', '重仙穴', '中渚', '搏球穴', '水腑穴', '次白穴']"
DIS0395,關節疼痛(胸椎部),719.48,督脈,[],"['大椎', '崑崙', '夾脊', '脊中']"
DIS0223,喉痙攣,478.75,任脈,"['轻微吸气性喘鸣', '上呼吸道梗阻、呼吸困呐']","['天突', '商陽', '少商', '列缺']"
DIS0550,暈車船,,足太陽膀胱經,"['头晕、头痛、恶心、呕吐、面色苍白', '呕吐不止、心慌、四肢冰凉']","['天柱', '液門', '皮質下', '百會', '神門', '胃', '枕', '神耳穴', '厲兌', '天耳穴', '風溪', '耳圓\u200b\u200b穴', '賁門']"
DIS0053,子宮肌瘤,218,董氏奇穴二二部位手掌部分,"['經血過多，嚴重時甚至貧血，病人會感到頭暈或是疲勞', '骨盆腔疼痛', '頻尿、輸尿管水腫、腎臟水腫', '便秘甚至腸阻塞，或是下肢血管栓塞']","['重子穴', '重仙穴', '還巢穴', '婦科五穴', '姐妹三穴']"
SYS0059,扭傷(頭部),847,董氏奇穴二二部位手掌部分,[],"['重子穴', '重仙穴', '人皇穴']"
DIS0415,痙攣,729.82,董氏奇穴二二部位手掌部分,['肌肉发生急遽而不自主的收缩，并有疼痛的感觉及机能的障碍'],"['重子穴', '重仙穴', '曲陵穴', '委中']"
DIS0361,關節炎(肘部),716.92,董氏奇穴三三部位下臂部分,[],"['曲陵穴', '建力穴', '中力穴']"
DIS0528,皮膚病,,董氏奇穴四四部位上臂部分,[],"['肩中穴', '建中穴', '七里穴', '天黃穴', '明黃穴', '其黃穴', '指駟馬穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '皮膚穴', '後枝穴']"
SYS0132,肩臂痛,,董氏奇穴四四部位上臂部分,[],"['肩中穴', '建中穴', '肩峰穴', '肩前', '肩髃', '肩髎', '陽池', '外三關穴', '李白穴', '下曲穴', '陽溪', '人士穴', '天井', '陽谷', '肩井', '金府穴', '金梁穴', '金昌穴', '玉火穴']"
SYS0118,腿軟無力,,董氏奇穴四四部位上臂部分,['腿軟無力'],"['肩中穴', '雲白穴', '七里穴', '上曲穴', '正會穴', '州圓穴', '州昆穴', '州崙穴', '通天穴', '木枝穴']"
SYS0199,腿麻,,董氏奇穴四四部位上臂部分,['腿麻'],"['肩中穴', '駟馬下穴', '駟馬上穴', '駟馬中穴']"
DIS0222,鼻乾,478.1,董氏奇穴四四部位上臂部分,['鼻乾'],"['肩中穴', '指駟馬穴', '鼻翼穴', '腑快穴']"
DIS0328,輸卵管阻塞,628.2,董氏奇穴四四部位上臂部分,"['下腹疼痛', '腰背部及骶部酸痛、發脹、下墜感', '月經異常']","['肩中穴', '雲白穴', '上曲穴', '還巢穴', '婦科五穴', '姐妹三穴', '木婦穴', '姐妹一穴', '姐妹二穴', '天黃穴', '明黃穴', '其黃穴']"
SYS0134,大腿後側痛,,董氏奇穴四四部位上臂部分,['大腿後側痛'],"['肩峰穴', '偏肩穴', '上曲穴']"
DIS0315,陰道炎,616.1,董氏奇穴四四部位上臂部分,"['陰道出現搔癢', '陰道分泌物有異味']","['肩峰穴', '雲白穴', '神肩穴', '火硬穴', '還巢穴', '婦科五穴', '火主穴', '李白穴', '海豹穴']"
DIS0301,尿道炎,597.8,董氏奇穴四四部位上臂部分,"['男性排尿灼熱感、陰莖發癢或灼熱感、精液或尿液有血絲、陰莖有分泌物', '女性頻尿、排尿疼痛、尿道口灼熱或刺激感、陰道異常分泌物增多']","['雲白穴', '人皇穴', '其門穴', '其角穴', '其正穴', '還巢穴', '通腎穴', '通背穴', '地皇穴', '李白穴', '天皇穴', '水清穴', '浮間穴', '外間穴', '木府穴', '木梁穴', '木昌穴', '六快穴', '七快穴']"
SYS0064,扭傷(下肢),843-845,董氏奇穴四四部位上臂部分,[],"['雲白穴', '天宗穴', '李白穴', '駟馬下穴', '駟馬上穴', '駟馬中穴']"
SYS0160,陰道痛,,董氏奇穴四四部位上臂部分,['陰道痛'],"['雲白穴', '天宗穴']"
SYS0159,陰道癢,,董氏奇穴四四部位上臂部分,['陰道癢'],"['雲白穴', '天宗穴', '少府', '陰谷', '曲泉']"
DIS0186,腦動脈阻塞,434,董氏奇穴四四部位上臂部分,[],"['雲白穴', '其門穴', '其角穴', '其正穴', '地宗穴', '李白穴']"
SYS0110,腳麻,,董氏奇穴四四部位上臂部分,['腳麻'],"['雲白穴', '心靈穴', '隱白', '李白穴', '手五金穴', '手千金穴', '雙鳳穴']"
DIS0086,心因性頭痛症,307.89,董氏奇穴六六部位足掌部分,['头晕目眩、不能睁眼、视物转动、行走不稳'],"['火菊穴', '心靈穴', '地宗穴', '正會穴', '十宣', '十八星穴', '火連穴', '火散穴', '通關穴', '通天穴', '鎮靜穴', '五嶺穴']"
DIS0507,血壓高頭暈,,董氏奇穴六六部位足掌部分,['血壓高頭暈'],"['火菊穴', '正會穴', '十八星穴', '火連穴', '火散穴', '五嶺穴']"
SYS0167,手指無力,,董氏奇穴六六部位足掌部分,['手指無力'],['花骨二穴']
DIS0252,胃酸過多,536,董氏奇穴七七部為小腿部位,[],"['天皇副穴', '通胃穴', '通關穴', '通天穴', '天皇穴', '土昌穴', '土水穴']"
DIS0130,散光,367.2,董氏奇穴七七部為小腿部位,['看到的影像模糊，出現疊影、光暈，無法清楚成像'],"['天皇副穴', '中白穴', '下白穴', '光明穴']"
SYS0147,鼻骨痛,,董氏奇穴七七部為小腿部位,['鼻骨痛'],"['天皇副穴', '二角明穴']"
DIS0070,白血球過多,288,董氏奇穴七七部為小腿部位,[],"['人皇穴', '地皇穴', '木斗穴', '木留穴', '天皇穴']"
DIS0128,假性近視,367,董氏奇穴七七部為小腿部位,['看遠看不清楚'],"['人皇穴', '地皇穴', '睛明', '上白穴', '光明穴', '天黃穴', '明黃穴', '其黃穴', '天皇穴', '承泣', '翳明']"
DIS0574,淋病,,董氏奇穴七七部為小腿部位,"['男性尿道口有脓性分泌物流出，常伴有尿道痛', '女性阴道有脓性或血性分泌物流出']","['人皇穴', '通腎穴', '通胃穴', '通背穴', '地皇穴', '木耳穴']"
SYS0114,眼睛疲勞乾澀,,董氏奇穴七七部為小腿部位,['眼睛疲勞乾澀'],"['人皇穴', '通腎穴', '地皇穴', '上白穴', '光明穴', '天黃穴', '明黃穴', '其黃穴', '天皇穴']"
DIS0445,蛋白尿,791,董氏奇穴七七部為小腿部位,[],"['人皇穴', '三神穴', '地皇穴', '天皇穴']"
DIS0295,腎水腫,591,董氏奇穴七七部為小腿部位,[],"['人皇穴', '地皇穴', '天皇穴']"
DIS0589,滑精,,董氏奇穴七七部為小腿部位,['夜间无梦而遗，甚至清醒时精液自动滑出的病症'],"['人皇穴', '地皇穴']"
DIS0122,腦神經疾患,352.9,董氏奇穴七七部為小腿部位,[],"['人皇穴', '心靈穴', '通腎穴', '通胃穴', '地皇穴', '正會穴', '前會穴', '上瘤穴', '通關穴', '通天穴', '鎮靜穴', '天皇穴', '五花穴']"
DIS0108,腳趾麻痺,344.1,董氏奇穴七七部為小腿部位,['腳趾麻痺'],"['人皇穴', '地皇穴', '五虎穴', '雙鳳穴', '天皇穴']"
DIS0367,風濕性關節炎(肩關節痛),719.31,手陽明大腸經,[],"['肩髃', '曲池', '天宗', '肩井', '巨骨']"
DIS0366,風濕病(肩部),719.31,手陽明大腸經,[],"['肩髃', '肩髎', '臑俞']"
DIS0666,脊髓損傷引起的神經原性膀胱功能障礙,,手陽明大腸經,[],"['肩髃', '曲池', '關元', '中極', '次髎', '秩邊', '伏兔']"
DIS0165,中毒性耳聾,389.8,手少陽三焦經,"['多有耳毒性藥物應用史', '用藥後雙耳聽力下降或突然耳聾，伴有不同程度的耳鳴', '聽力檢查有不同程度的聽力損失，以感音性耳聾爲多，亦有混合型耳聾']","['翳風', '中渚', '外關', '聽會', '角孫', '耳門']"
SYS0080,上肢痛,,手少陽三焦經,['上肢痛'],"['關沖', '液門', '中渚', '陽池', '外關', '支溝']"
